Position,Full_name,Gender,Date_Of_Birth,Country,Card_Type,Balance,Mortgage,Car_maker
944,Lorianna Renforth,Female,5/15/1991,Russia,china-unionpay,$3722.15,true,Buick
945,Mei Quantrill,Female,5/6/1988,Indonesia,china-unionpay,$51207.50,true,Hyundai
946,Adolf Fausch,Male,5/16/1993,Indonesia,jcb,$9081.22,true,Mitsubishi
947,Osbourn Pullinger,Male,11/12/1978,Indonesia,switch,$85049.63,false,Ford
948,Christoforo Bolliver,Male,11/26/1982,United States,maestro,$22963.06,false,Lexus
949,Latia Lghan,Female,6/30/1998,China,americanexpress,$57211.37,true,Audi
950,Fergus Dwight,Male,4/4/1975,China,mastercard,$6479.52,true,Land Rover
951,Darbee Gettins,Male,9/10/1995,Spain,diners-club-carte-blanche,$88196.18,false,Ford
952,Abel Peppin,Male,2/11/1988,Indonesia,diners-club-carte-blanche,$24904.68,true,Plymouth
953,Theo Potzold,Male,4/17/1976,China,mastercard,$49688.53,false,Dodge
954,Beverley Vauls,Female,5/15/1993,China,jcb,$3386.30,false,Chevrolet
955,Wilburt Thornewell,Male,3/23/1987,Croatia,jcb,$84474.03,true,Toyota
956,Barnaby Klimkiewich,Male,6/6/1975,Indonesia,diners-club-enroute,$89290.15,true,Kia
957,Edgar Kempton,Male,6/29/1996,Kyrgyzstan,china-unionpay,$26654.18,false,Toyota
958,Alvis Cousin,Male,10/6/1979,Indonesia,americanexpress,$76738.34,true,Lincoln
959,Truman Hartlebury,Male,3/20/1981,Portugal,mastercard,$31073.96,false,Porsche
960,Odey Lidell,Male,3/11/1990,China,diners-club-us-ca,$80945.72,true,Nissan
961,Rodolphe MacSweeney,Male,4/14/1985,Finland,jcb,$52407.36,false,Subaru
962,Barby Harbor,Female,6/23/1977,Poland,jcb,$92366.79,true,Nissan
963,Tobie Hadgraft,Male,12/13/1992,Tajikistan,mastercard,$51447.62,true,GMC
964,Cole Ryall,Male,11/15/1981,Portugal,switch,$54744.22,true,Cadillac
965,Linda Bollard,Female,7/4/1982,China,jcb,$27775.46,true,Lincoln
966,Pernell Thomelin,Male,8/10/1983,Russia,americanexpress,$31221.15,true,Ford
967,Ogden Bealing,Male,10/12/1981,Sweden,bankcard,$98292.13,false,Pontiac
968,Eleonore Benedick,Female,10/3/1989,Kyrgyzstan,diners-club-us-ca,$95589.18,false,Volkswagen
969,Kylen Ganniclifft,Female,11/28/1973,Brazil,jcb,$38607.72,false,Acura
970,Marisa Seton,Female,3/7/1976,Russia,jcb,$94468.74,true,Mitsubishi
971,Haven Musson,Male,8/25/1999,China,china-unionpay,$88312.61,true,Buick
972,Happy Stretton,Female,11/1/1998,Poland,diners-club-enroute,$28661.27,false,Nissan
973,Tadd McGarrity,Male,1/23/1994,Czech Republic,mastercard,$55276.93,false,Mercury
974,Karim Tebbe,Male,7/28/1984,France,jcb,$65936.77,true,Ford
975,Sibeal Layhe,Female,10/24/1997,Philippines,jcb,$8853.60,false,Mercedes-Benz
976,Adeline Spitaro,Female,12/26/1980,Indonesia,jcb,$74694.80,true,Ford
977,Moira Kew,Female,10/3/1994,China,china-unionpay,$32265.72,false,Mercedes-Benz
978,Jamison Houlden,Male,10/24/1991,Laos,jcb,$84802.45,true,GMC
